"","race_ethnicity","year","pain_or_disability","number_of_beneficiaries","counselling_prop","counselling_se","physical_therapy_prop","physical_therapy_se","acupuncture_prop","acupuncture_se","chiropractic_prop","chiropractic_se","nonopioid_pain_prop","nonopioid_pain_se","multimodal_treatment_prop","multimodal_treatment_se"
"31","White, non-Hispanic",2019,"neither",188337,0.0580077202036774,0.00053864017959301,0.0273392907394723,0.000375756484506986,0.000897327662647276,6.899422875569e-05,0.00959450346984395,0.000224620789270818,0.25389063221778,0.00100289798969631,0.0562183745095228,0.000530770866577584
"32","White, non-Hispanic",2019,"disability and chronic pain",520,0.209615384615385,0.0178496269702419,0.313461538461538,0.0203433698501343,0.00769230769230769,0.00383133238891827,0.0384615384615385,0.00843325018564451,0.886538461538461,0.0139082168402683,0.475,0.0218990252680869
"33","Black, non-Hispanic",2016,"disability only",6680,0.0862275449101796,0.00343442321005578,0.0410179640718563,0.0024266327516264,0,0,0.00209580838323353,0.000559541082604219,0.41122754491018,0.00602041749623238,0.0979041916167665,0.00363612449311574
"34","Black, non-Hispanic",2016,"chronic pain only",16833,0.0813877502524803,0.00210748686422198,0.269351868353829,0.00341926982394212,0.00540604764450781,0.000565173876717044,0.0333867997386087,0.00138462763496473,0.788629477811442,0.00314686383678499,0.314917127071823,0.00358004869482513
"35","Black, non-Hispanic",2016,"neither",233774,0.0261919631781122,0.000330310667052695,0.0149888353709138,0.000251308059861298,0.000299434496565059,3.57839090197702e-05,0.00250669449981606,0.000103420729046166,0.264866922754455,0.000912638406287247,0.0273854235287072,0.000337545260176754
"36","Black, non-Hispanic",2016,"disability and chronic pain",2458,0.190805532953621,0.00792557892400786,0.352725793327909,0.00963766487458383,0.00284784377542718,0.00107484999261027,0.0276647681041497,0.00330811492748226,0.917819365337673,0.00553952356964854,0.490642799023596,0.0100833072423187
"37","Black, non-Hispanic",2017,"disability only",3422,0.0683810637054354,0.00431466495499476,0.0336060783167738,0.00308067589080178,0.000876680303915839,0.000505929694237808,0.00233781414377557,0.000825575400851524,0.347749853886616,0.00814142765401763,0.0710111046171829,0.00439064569506446
"38","Black, non-Hispanic",2017,"chronic pain only",11207,0.0856607477469439,0.00264362546571191,0.305255643794057,0.00435010438984468,0.00562148657089319,0.000706247247997124,0.0311412510038369,0.0016407921675975,0.779869724279468,0.00391386852906812,0.350227536361203,0.00450620671014637
"39","Black, non-Hispanic",2017,"neither",164336,0.0271395190341739,0.000400829796766473,0.0160037970986272,0.000309557887060123,0.000419871482815695,5.05359739959072e-05,0.00218454872943238,0.000115170068405659,0.246555836822121,0.00106320454528539,0.0286486223347288,0.000411503653532239
"40","Black, non-Hispanic",2017,"disability and chronic pain",868,0.153225806451613,0.0122261551379499,0.349078341013825,0.0161795318172646,0.00921658986175115,0.00324350544514156,0.0207373271889401,0.00483688907358201,0.907834101382488,0.0098181240376807,0.451612903225806,0.0168914496157627
"41","Black, non-Hispanic",2018,"disability only",2356,0.0810696095076401,0.00562318931135834,0.0471137521222411,0.00436522599620739,0,0,0.00297113752122241,0.00112131491585308,0.377758913412564,0.00998847206394918,0.0980475382003396,0.00612664234081955
"42","Black, non-Hispanic",2018,"chronic pain only",8526,0.106028618343889,0.0033342694633645,0.316091954022989,0.00503538768025061,0.00750645085620455,0.000934778048005049,0.0343654703260615,0.00197285367612852,0.792399718508093,0.00439251710294834,0.369575416373446,0.00522751687466029
"43","Black, non-Hispanic",2018,"neither",122842,0.0328796340014002,0.000508780329731063,0.0176893896224418,0.000376103523492507,0.00032562153009557,5.14769014735126e-05,0.00238517770795005,0.000139177290735201,0.24950749743573,0.00123464340187038,0.0322935152472281,0.000504377897882464
"44","Black, non-Hispanic",2018,"disability and chronic pain",653,0.18989280245023,0.0153486048983089,0.372128637059724,0.0189158252511165,0.00459418070444104,0.00264635153162561,0.0183767228177642,0.00525593355007095,0.871362940275651,0.0131016503285671,0.480857580398162,0.0195521671453398
"45","Black, non-Hispanic",2019,"disability only",1145,0.0698689956331878,0.007533756295153,0.0314410480349345,0.00515713848192447,0.000873362445414847,0.000872980981126977,0.00436681222707424,0.00194862916277456,0.331004366812227,0.0139067535967701,0.0698689956331878,0.007533756295153
"46","Black, non-Hispanic",2019,"chronic pain only",2968,0.100404312668464,0.00551655456001518,0.334905660377358,0.00866305200386984,0.00539083557951483,0.00134407134736808,0.0421159029649596,0.00368678312883813,0.783355795148248,0.00756172919610837,0.382412398921833,0.00892037924040691
"47","Black, non-Hispanic",2019,"neither",61937,0.0307247687165991,0.000693414287287106,0.018551108384326,0.00054218024924563,0.000419781390768039,8.23086227053514e-05,0.00284159710673749,0.000213888898868427,0.218254032323167,0.00165973548794686,0.0311445501073672,0.00069798395798103
"48","Black, non-Hispanic",2019,"disability and chronic pain",192,0.15625,0.0262039216113257,0.380208333333333,0.0350334629168152,0.015625,0.00895034315421062,0.0364583333333333,0.0135264253838953,0.880208333333333,0.0234344857243782,0.463541666666667,0.0359883365025621
"49","Hispanic, all races",2016,"disability only",3863,0.0432306497540771,0.00327217976479426,0.0287341444473207,0.00268785503480347,0.000776598498576236,0.000448195216907515,0.00181206316334455,0.000684274680273062,0.279057727155061,0.00721663795245501,0.0535852964017603,0.00362327422071709
"50","Hispanic, all races",2016,"chronic pain only",19105,0.0867835645119079,0.00203672352922393,0.284951583355143,0.00326572597757596,0.00879350955247317,0.00067544449649646,0.0741167233708453,0.00189523341389634,0.801046846375294,0.00288822385231257,0.351792724417692,0.00345483138574433
"51","Hispanic, all races",2016,"neither",329422,0.0214405838104316,0.000252368765732859,0.0130288808883438,0.000197573857530329,0.000470521094523134,3.77842714912159e-05,0.00392505661431234,0.000108941329388452,0.236068022172168,0.000739894204937497,0.0250044016489488,0.000272040309929724
"52","Hispanic, all races",2016,"disability and chronic pain",732,0.183060109289617,0.014293427053548,0.334699453551913,0.0174413822859218,0.00409836065573771,0.00236133590040177,0.0327868852459016,0.00658196590229964,0.89207650273224,0.0114684180264341,0.476775956284153,0.0184605858310638
"53","Hispanic, all races",2017,"disability only",3072,0.0335286458333333,0.00324781956814697,0.0341796875,0.00327809553045234,0.000325520833333333,0.000325467847114486,0.00325520833333333,0.00102771045848105,0.291015625,0.00819531932208684,0.0540364583333333,0.00407915334672304
"54","Hispanic, all races",2017,"chronic pain only",13986,0.0975260975260975,0.00250859751210164,0.310524810524811,0.00391255731166952,0.0148720148720149,0.00102349204579262,0.0745030745030745,0.0022203826533223,0.803374803374803,0.00336071687216356,0.377305877305877,0.00409861765538011
"55","Hispanic, all races",2017,"neither",242593,0.0235579757041629,0.000307930766744627,0.0151282188686401,0.000247824714186801,0.000820303965901737,5.81259512306356e-05,0.00399434443697881,0.000128060303151063,0.228502059004176,0.000852458630403879,0.0273132365731905,0.000330928334471002
"56","Hispanic, all races",2017,"disability and chronic pain",659,0.180576631259484,0.01498449940139,0.350531107738998,0.0185865914372115,0.00606980273141123,0.00302567672015546,0.0227617602427921,0.00580979008830522,0.898330804248862,0.0117725388637977,0.461305007587253,0.0194188204612559
"57","Hispanic, all races",2018,"disability only",2216,0.0505415162454874,0.0046534734989239,0.0379061371841155,0.00405675340283737,0.000451263537906137,0.000451161707026378,0.000451263537906137,0.000451161707026378,0.28158844765343,0.0095545270093577,0.0631768953068592,0.00516800658480424
"58","Hispanic, all races",2018,"chronic pain only",10649,0.118696591229223,0.00313420525830124,0.346417503990985,0.00461100620731884,0.0179359564278336,0.00128610895394491,0.0904310263874542,0.0027792149377816,0.799042163583435,0.00388313874262102,0.419569912667856,0.00478214470477824
"59","Hispanic, all races",2018,"neither",168906,0.0297325139426663,0.000413274887341975,0.0171870744674553,0.000316237865863143,0.000870306561045789,7.17504324974931e-05,0.00470083952020651,0.000166433977764155,0.227090807904989,0.00101939259681653,0.0326039335488378,0.000432130201026195
"60","Hispanic, all races",2018,"disability and chronic pain",428,0.184579439252336,0.0187525618098892,0.385514018691589,0.0235263304511132,0.00233644859813084,0.00233371750590793,0.0257009345794393,0.00764889530555142,0.897196261682243,0.0146800081573269,0.502336448598131,0.0241681483543606
"61","Hispanic, all races",2019,"disability only",970,0.0288659793814433,0.00537584657593894,0.0288659793814433,0.00537584657593894,0,0,0.00206185567010309,0.00145644830716439,0.209278350515464,0.0130613509713543,0.0515463917525773,0.00709939457632681
"62","Hispanic, all races",2019,"chronic pain only",3219,0.105312208760485,0.005410216293044,0.36470953712333,0.00848397225536281,0.0173967070518795,0.00230442269886251,0.0571606088847468,0.00409172835953356,0.771668219944082,0.00739840327417164,0.406026716371544,0.0086556616742799
"63","Hispanic, all races",2019,"neither",79841,0.0237722473415914,0.000539135229074802,0.0167332573489811,0.000453955138409021,0.00105209103092396,0.000114732140558721,0.00309364862664546,0.000196539429142932,0.187785724126702,0.00138214501586868,0.0261394521611703,0.000564655604308603
"64","Hispanic, all races",2019,"disability and chronic pain",124,0.0806451612903226,0.0244523102758998,0.258064516129032,0.0392949169375634,0,0,0.00806451612903226,0.00803193209222837,0.887096774193548,0.0284202459934856,0.338709677419355,0.04250098972679
"65","AIAN_or_HPI",2016,"disability only",495,0.0727272727272727,0.0116721213680356,0.0505050505050505,0.0098426294403511,0,0,0,0,0.426262626262626,0.022227601356177,0.096969696969697,0.0133004575632769
"66","AIAN_or_HPI",2016,"chronic pain only",2680,0.0977611940298507,0.00573689105869148,0.258955223880597,0.00846188592440197,0.00597014925373134,0.00148807530849034,0.0522388059701493,0.00429812147099911,0.775373134328358,0.00806155509076313,0.334328358208955,0.00911274544345781
"67","AIAN_or_HPI",2016,"neither",31787,0.0350457734293894,0.00103144579543543,0.0177116431245478,0.000739816739522723,0.000566269229559254,0.00013343314180572,0.00487620725453802,0.000390710301659485,0.264479189605814,0.00247382209576894,0.0359266366753704,0.00104385109692336
"68","AIAN_or_HPI",2016,"disability and chronic pain",154,0.12987012987013,0.0270885847474739,0.324675324675325,0.0377329352693491,0,0,0.038961038961039,0.0155928464292759,0.876623376623377,0.0265010208307184,0.376623376623377,0.0390452791436274
"69","AIAN_or_HPI",2017,"disability only",325,0.0615384615384615,0.0133302985470568,0.0492307692307692,0.0120009102977445,0,0,0.00307692307692308,0.0030721857021705,0.473846153846154,0.0276970410155954,0.0923076923076923,0.016056341402269
"70","AIAN_or_HPI",2017,"chronic pain only",2144,0.0914179104477612,0.00622422581415552,0.274720149253731,0.00964019175313394,0.00746268656716418,0.00185869714395089,0.0461753731343284,0.00453238800945,0.787779850746269,0.00883046048732017,0.34375,0.010257549492698
"71","AIAN_or_HPI",2017,"neither",24464,0.0362982341399608,0.0011957774031439,0.0202338129496403,0.00090019449980202,0.00065402223675605,0.000163452082308044,0.00465990843688685,0.000435422338928176,0.265941792020929,0.00282484622301519,0.0383420536298234,0.00122767740658393
"72","AIAN_or_HPI",2017,"disability and chronic pain",117,0.111111111111111,0.0290542422426939,0.239316239316239,0.0394452966350936,0,0,0.00854700854700855,0.00851040448781398,0.863247863247863,0.0317644899092587,0.358974358974359,0.0443482497147667
"73","AIAN_or_HPI",2018,"disability only",231,0.0735930735930736,0.017179613045171,0.0432900432900433,0.013389925695779,0,0,0.00432900432900433,0.00431962402691128,0.363636363636364,0.031650482901036,0.0735930735930736,0.017179613045171
"74","AIAN_or_HPI",2018,"chronic pain only",1603,0.112913287585777,0.00790476206482696,0.285090455396132,0.0112758716900028,0.0106051154086089,0.00255844313523262,0.0517779164067374,0.00553427271959186,0.800374298190892,0.00998361980299533,0.365564566437929,0.0120284315453702
"75","AIAN_or_HPI",2018,"neither",19843,0.0396109459255153,0.00138461024728427,0.0197550773572544,0.000987877290400557,0.000453560449528801,0.000151152526440775,0.00383006601824321,0.000438496547904048,0.257420752910346,0.00310376989099228,0.0389054074484705,0.00137272766003738
"76","AIAN_or_HPI",2018,"disability and chronic pain",81,0.135802469135802,0.0380642988354228,0.271604938271605,0.0494208053076867,0,0,0.037037037037037,0.0209836193975012,0.827160493827161,0.042012051662863,0.308641975308642,0.0513258900792036
"77","AIAN_or_HPI",2019,"disability only",107,0.0280373831775701,0.0159588513869246,0.102803738317757,0.0293600163146538,0,0,0,0,0.383177570093458,0.046998958018946,0.0841121495327103,0.0268323447990989
"78","AIAN_or_HPI",2019,"chronic pain only",550,0.0890909090909091,0.0121471073255596,0.294545454545455,0.0194370045275438,0.0109090909090909,0.00442925863786955,0.0418181818181818,0.00853542580155344,0.794545454545455,0.0172280413705844,0.361818181818182,0.0204897218191315
"79","AIAN_or_HPI",2019,"neither",9465,0.0398309561542525,0.00201012889669023,0.0219756999471738,0.00150690499306008,0.000316957210776545,0.000182966327820217,0.00443740095087163,0.000683184985662939,0.231590068674062,0.0043360685678386,0.0412044374009509,0.00204302976020936
"80","AIAN_or_HPI",2019,"disability and chronic pain",27,0.296296296296296,0.087877187259517,0.259259259259259,0.0843370433412313,0,0,0.037037037037037,0.0363446949231599,0.888888888888889,0.0604812282168686,0.407407407407407,0.094560702000626
"81","Asian, non-Hispanic",2016,"disability only",718,0.0487465181058496,0.00803632899243552,0.0515320334261838,0.00825064215928639,0,0,0,0,0.331476323119777,0.0175680043721379,0.0696378830083565,0.00949918983926141
"82","Asian, non-Hispanic",2016,"chronic pain only",5958,0.0429674387378315,0.00262713772499138,0.357502517623364,0.00620904801020829,0.013091641490433,0.00147260142387375,0.0300436388049681,0.00221157725308098,0.763175562269218,0.00550776289145843,0.331487076200067,0.00609870960922747
"83","Asian, non-Hispanic",2016,"neither",122044,0.0121595490151093,0.000313721238093712,0.01697748353053,0.000369794268016642,0.000712857657893874,7.63991176428366e-05,0.00177804726164334,0.000120594358593838,0.200870177968601,0.0011468541344557,0.0181901609255678,0.000382537261035244
"84","Asian, non-Hispanic",2016,"disability and chronic pain",141,0.0709219858156028,0.0216175752216817,0.326241134751773,0.0394831732493917,0,0,0.00709219858156028,0.0070670041908087,0.865248226950355,0.0287559716535888,0.382978723404255,0.0409381145841065
"85","Asian, non-Hispanic",2017,"disability only",581,0.0344234079173838,0.00756366403308606,0.0275387263339071,0.00678922210629676,0.00516351118760757,0.00297344800051112,0.00344234079173838,0.00242990940015543,0.327022375215146,0.0194626055379711,0.044750430292599,0.00857766274963738
"86","Asian, non-Hispanic",2017,"chronic pain only",4698,0.0440613026819923,0.00299424395606733,0.360578969774372,0.00700546791749451,0.0195828011919966,0.00202155872496302,0.0349084716900809,0.00267789265005129,0.754576415495956,0.00627846177864641,0.338867603235419,0.00690562099007756
"87","Asian, non-Hispanic",2017,"neither",95166,0.0135132295147427,0.000374269383226937,0.0181682533677994,0.00043294648333713,0.00100876363407099,0.000102904564779955,0.0018178761322321,0.000138084881008431,0.196372654099153,0.00128773633641786,0.020122732908812,0.000455185495472764
"88","Asian, non-Hispanic",2017,"disability and chronic pain",119,0.117647058823529,0.0295350850149079,0.34453781512605,0.0435631010573504,0.0336134453781513,0.016521842346442,0.0252100840336134,0.0143704106876957,0.873949579831933,0.0304257895561253,0.403361344537815,0.0449706692713124
"89","Asian, non-Hispanic",2018,"disability only",496,0.0443548387096774,0.00924438441057465,0.0604838709677419,0.0107036295773929,0.00201612903225806,0.00201409561869757,0.00403225806451613,0.00284548275264486,0.360887096774194,0.0215642139410491,0.0806451612903226,0.0122261551379499
"90","Asian, non-Hispanic",2018,"chronic pain only",3725,0.0520805369127517,0.00364049390364155,0.384429530201342,0.00797047347309894,0.0276510067114094,0.00268660253199104,0.0410738255033557,0.00325171163443557,0.749530201342282,0.00709919512628688,0.367248322147651,0.00789829634212487
"91","Asian, non-Hispanic",2018,"neither",70881,0.0145455058478295,0.000449694715265151,0.0195256838927216,0.000519704311614406,0.00153778868808284,0.000147180145987835,0.00194692512803149,0.000165571859273227,0.201266912148531,0.00150599008166744,0.02178298838899,0.000548291379237587
"92","Asian, non-Hispanic",2018,"disability and chronic pain",103,0.106796116504854,0.0304322749604001,0.398058252427184,0.0482316296435828,0.0388349514563107,0.0190367039453749,0.0194174757281553,0.0135962721063289,0.883495145631068,0.0316122554085223,0.456310679611651,0.0490780281533144
"93","Asian, non-Hispanic",2019,"disability only",147,0.0272108843537415,0.0134190574520298,0.0476190476190476,0.0175645503229361,0,0,0,0,0.299319727891156,0.0377719101966917,0.0612244897959184,0.0197735568021145
"94","Asian, non-Hispanic",2019,"chronic pain only",1313,0.0418888042650419,0.0055287197499361,0.411271896420411,0.0135796800517753,0.0281797410510282,0.00456698000388897,0.0373191165270373,0.00523087675672839,0.722772277227723,0.0123534058286154,0.351865955826352,0.0131791887733119
"95","Asian, non-Hispanic",2019,"neither",36106,0.0130449232814491,0.000597144956242271,0.0215199689802249,0.00076367243528563,0.00163407743865286,0.000212564875325537,0.0019387359441644,0.000231498532550094,0.182462748573644,0.00203259659038817,0.0208552595136542,0.000752041068853672
"96","Asian, non-Hispanic",2019,"disability and chronic pain",12,0,0,0.5,0.144337567297406,0,0,0,0,0.833333333333333,0.107582870727984,0.416666666666667,0.142318760638328
"97","multi_or_na",2016,"disability only",5745,0.0483899042645779,0.00283114351756158,0.0323759791122715,0.00233517675864866,0.000174064403829417,0.000174049253961785,0.0031331592689295,0.000737334906591171,0.237946040034813,0.00561806922699095,0.053437771975631,0.00296724727604552
"98","multi_or_na",2016,"chronic pain only",20774,0.088331568306537,0.00196886693436837,0.310965630114566,0.00321156395162928,0.0053432174833927,0.000505799023217556,0.0554539328006162,0.00158788002075531,0.75647443920285,0.00297789473194443,0.353711369981708,0.0033172461927378
"99","multi_or_na",2016,"neither",351114,0.025265298450076,0.000264838644852765,0.0163365744459065,0.000213933938601646,0.000270567394065745,2.77558732298694e-05,0.00320408756130488,9.53742726556042e-05,0.200385060122923,0.000675536852877232,0.027230472154343,0.000274668269628256
"100","multi_or_na",2016,"disability and chronic pain",888,0.157657657657658,0.0122291245478452,0.353603603603604,0.0160435813806,0.00225225225225225,0.00159078838040176,0.0304054054054054,0.0057618773458856,0.846846846846847,0.0120853414686911,0.442567567567568,0.0166678439574588
"101","multi_or_na",2017,"disability only",6281,0.0622512338799554,0.00304861678188942,0.0331157459003343,0.00225782417045344,0.000477630950485591,0.000275694494129668,0.0020697341187709,0.000573446597123903,0.269065435440217,0.00559569208622411,0.065117019582869,0.00311323201122655
"102","multi_or_na",2017,"chronic pain only",19923,0.0920042162324951,0.00204770982224877,0.333383526577323,0.0033398942918377,0.00692666767053155,0.000587591450387996,0.0646990915022838,0.00174279940027218,0.736385082567886,0.00312147682429205,0.372534256889023,0.00342531684362972
"103","multi_or_na",2017,"neither",342587,0.027966618698316,0.000281692400618633,0.0176655856760473,0.000225065154119601,0.000309410456322044,3.00479505350513e-05,0.00405736353101548,0.00010860596621551,0.195019075446529,0.000676933335919341,0.0289006880004203,0.000286220327632607
"104","multi_or_na",2017,"disability and chronic pain",976,0.190573770491803,0.0125717371224083,0.368852459016393,0.0154442520242343,0.00204918032786885,0.00144750392417597,0.0348360655737705,0.00586935236997584,0.868852459016393,0.0108050849196316,0.489754098360656,0.0160012493588679
"105","multi_or_na",2018,"disability only",4149,0.0503735839961436,0.00339551850565962,0.0354302241503977,0.00287000106096031,0.000482043865991805,0.00034077432268011,0.00337430706194264,0.000900298698965766,0.259098577970595,0.00680206866128529,0.0551940226560617,0.00354523985100215
"106","multi_or_na",2018,"chronic pain only",15012,0.102717825739408,0.00247781085443331,0.346722621902478,0.00388437026535189,0.008792965627498,0.000761957235765106,0.0558220090594191,0.0018737445812938,0.727551292299494,0.00363374884295348,0.384692246203038,0.00397085137794831
"107","multi_or_na",2018,"neither",259869,0.0296149213642258,0.000332544760232575,0.0187709961557554,0.000266226701408081,0.000346328342357111,3.64998905551453e-05,0.00338247347702111,0.000113894885548835,0.19570629817331,0.000778273955831113,0.0303152742343258,0.000336332465097756
